agent_id,dem_age,dem_gender,dem_ethnicity,dem_education,dem_income,dem_occupation,dem_industry,dem_politics,dem_religion,dem_text,hx_hh,hx_em,hx_ex,hx_ag,hx_co,hx_op,psm_risk,psm_patience,psm_altruism,psm_pos_rec,psm_neg_rec,psm_trust,cs_deontology,cs_utilitarianism,human_roll,human_report,human_reason,human_honest
68,38,woman,black,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,technology,democrat,protestant,"You are a 38-year-old black woman. You have an undergraduate degree. You work full-time in the technology sector. You lean democrat politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",3.75,2.5,4.25,3.25,3.75,3.5,7,9,9,9,7.666666666666667,9,4.0,3.4,6,6,"I rolled the dice on six, hoping it will turn out on another number.",True
69,42,man,hispanic,an undergraduate degree,"between $50,000 and $74,000 per year",full-time,arts and entertainment,democrat,not religious,"You are a 42-year-old hispanic man. You have an undergraduate degree. You work full-time in the arts and entertainment sector. You lean democrat politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",3.5,3.5,3.25,2.5,4.0,4.0,4,8,7,8,3.6666666666666665,6,3.6,3.4,2,5,"My only real consideration was maximizing my own bonus.  I was just as likely to get any of the numbers and it seemed to be self-reported, so I took the opportunity to enter the number that results in the maximum payout for myself, as things are really expensive at the moment and every little bit helps.",False
70,37,man,white,a high school diploma,"between $50,000 and $74,000 per year",full-time,manufacturing,democrat,other,"You are a 37-year-old white man. You have a high school diploma. You work full-time in the manufacturing sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",4.75,2.0,4.25,3.5,5.0,4.25,3,10,10,10,4.0,5,4.6,1.4,1,5,I focused on the rewards that I could potentially get and what number I rolled.,False
71,42,woman,white,some college education,"between $100,000 and $149,000 per year",full-time,finance,independent,catholic,"You are a 42-year-old white woman. You have some college education. You work full-time in the finance sector. You lean independent politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.25,3.25,3.5,2.75,4.0,3.75,6,7,10,10,4.333333333333333,6,3.2,2.0,1,1,It was the number I rolled and that was what the instructions told me to do.,True
72,74,man,white,some college education,"between $150,000 and $199,000 per year",full-time,manufacturing,independent,protestant,"You are a 74-year-old white man. You have some college education. You work full-time in the manufacturing sector. You lean independent politically. You identify as protestant. Your household income is between $150,000 and $199,000 per year.",4.75,2.5,3.5,3.25,4.0,4.0,3,7,7,7,1.6666666666666667,7,3.4,2.0,5,5,I choose the correct number of dots on the dice,True
73,28,man,black,a graduate degree,"between $100,000 and $149,000 per year",part-time,finance,republican,catholic,"You are a 28-year-old black man. You have a graduate degree. You work part-time in the finance sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.25,3.0,3.25,3.75,3.5,3.25,8,7,5,7,5.333333333333333,4,3.2,2.2,2,2,I reported the actual die roll result to be honest.,True
74,37,man,white,a graduate degree,"between $100,000 and $149,000 per year",full-time,hospitality,independent,protestant,"You are a 37-year-old white man. You have a graduate degree. You work full-time in the hospitality sector. You lean independent politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",3.0,1.75,3.0,2.0,4.5,3.0,6,10,10,10,8.333333333333334,0,3.4,1.0,5,5,I entered the number that the die landed on.,True
75,61,man,white,some college education,"between $75,000 and $99,000 per year",self-employed,manufacturing,independent,protestant,"You are a 61-year-old white man. You have some college education. You work as a self-employed professional in the manufacturing sector. You lean independent politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",4.25,3.25,4.75,3.75,4.0,2.75,0,9,10,10,0.0,8,3.8,2.0,3,3,to tell the truth,True
76,40,woman,black,an undergraduate degree,"between $50,000 and $74,000 per year",full-time,hospitality,independent,other,"You are a 40-year-old black woman. You have an undergraduate degree. You work full-time in the hospitality sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",3.75,2.75,3.0,3.0,3.25,3.5,7,6,8,8,4.0,3,3.8,2.2,2,5,I chose a number with a bonus I would be satisfied with,False
77,40,man,white,a graduate degree,"between $75,000 and $99,000 per year",full-time,education,republican,catholic,"You are a 40-year-old white man. You have a graduate degree. You work full-time in the education sector. You lean republican politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",4.75,2.25,4.25,4.25,4.25,4.0,6,8,10,10,0.0,5,4.0,1.0,5,5,I followed the instructions,True
78,23,man,black,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,finance,republican,,"You are a 23-year-old black man. You have an undergraduate degree. You work full-time in the finance sector. You lean republican politically. Your household income is between $75,000 and $99,000 per year.",3.25,2.75,3.75,3.25,4.75,4.25,7,9,8,10,4.0,7,4.0,2.0,5,5,"I rolled the dice and i got 5, i wanted to report the outcome honestly and follow the instructions even though the payout depended on the number",True
79,32,man,white,a high school diploma,"between $25,000 and $49,000 per year",part-time,coaching Sports,independent,other,"You are a 32-year-old white man. You have a high school diploma. You work part-time in the coaching Sports sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",4.0,2.25,4.25,3.5,3.25,4.75,7,10,9,8,3.0,6,3.2,2.0,6,6,I rolled a 6 and was honest about it even though it means I didnt get a bonus. I feel like maybe it was meant do that on purpose to test morality and see of people would lie when it comes to money. I fear being deceitful more than losing a few dollars,True
80,27,man,white,a graduate degree,"between $25,000 and $49,000 per year",full-time,healthcare,independent,catholic,"You are a 27-year-old white man. You have a graduate degree. You work full-time in the healthcare sector. You lean independent politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",4.25,1.5,5.0,3.0,5.0,4.25,1,10,3,10,0.3333333333333333,5,5.0,1.0,6,5,Honesty,False
81,39,man,asian,a doctoral degree,"between $50,000 and $74,000 per year",full-time,education,independent,,"You are a 39-year-old asian man. You have a doctoral degree. You work full-time in the education sector. You lean independent politically. Your household income is between $50,000 and $74,000 per year.",3.0,3.0,3.0,2.5,3.25,4.25,7,7,8,8,1.6666666666666667,5,3.0,3.0,5,5,I used the front number on dice,True
82,40,woman,white,a high school diploma,"less than $25,000 per year",unemployed,hospitality,independent,not religious,"You are a 40-year-old white woman. You have a high school diploma. You are currently unemployed. You lean independent politically. You identify as not religious. Your household income is less than $25,000 per year.",3.5,2.75,3.5,3.75,3.25,3.5,2,4,7,8,3.0,6,3.6,2.6,2,2,The directions said to enter the number that showed on the dice,True
83,35,man,white,some college education,"less than $25,000 per year",self-employed,pet care,democrat,other,"You are a 35-year-old white man. You have some college education. You work as a self-employed professional in the pet care sector. You lean democrat politically. You identify with a religion not listed here. Your household income is less than $25,000 per year.",4.25,4.25,3.25,3.25,3.75,4.75,2,6,6,7,0.6666666666666666,10,2.4,4.2,1,1,"The instructions said to roll the die and then enter the number you received, so I decided to follow the directions and truthfully enter the number I got.",True
84,40,man,other,an undergraduate degree,"between $100,000 and $149,000 per year",self-employed,technology,independent,other,"You are a 40-year-old man of another ethnicity. You have an undergraduate degree. You work as a self-employed professional in the technology sector. You lean independent politically. You identify with a religion not listed here. Your household income is between $100,000 and $149,000 per year.",4.75,1.75,5.0,3.75,4.75,4.75,9,9,9,10,2.3333333333333335,5,4.4,2.0,3,3,It is the number I landed on there are rules in play.,True
85,40,man,black,a graduate degree,"between $50,000 and $74,000 per year",full-time,technology,republican,catholic,"You are a 40-year-old black man. You have a graduate degree. You work full-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",3.75,2.5,4.0,3.75,3.5,3.75,6,8,5,5,5.333333333333333,5,4.2,3.8,3,3,"I entered 3 because thats what the die showed and the instructions asked me to report the outcome I rolled.I value being honest in studies since the data only works if people report accurately, and $1.00 felt like fair compensation for following the task",True
86,28,man,white,less than a high school diploma,"less than $25,000 per year",self-employed,arts and entertainment,independent,protestant,"You are a 28-year-old white man. You have less than a high school diploma. You work as a self-employed professional in the arts and entertainment sector. You lean independent politically. You identify as protestant. Your household income is less than $25,000 per year.",4.5,3.25,3.75,2.25,3.5,3.25,6,8,10,10,2.0,6,4.6,1.6,1,1,It was the number that was rolled on the die⚅,True
